"region","city","ts_type","post_type","steal_date","ts_brand","ts_model","reg_id","ts_year_prod","engine_id","body_id","frame_id","vin","colour","steal_place"
"Днепропетровская обл.","Днепропетровск","Автомобиль","угнали","22.10.2014","ВАЗ","21093","АЕ7412СО","2003"," "," ","XTA21093033391800","Y9L2109303L007087","синий","Электронная звуковая сигнализация – ШтатнаяМеханическое противоугонное устройство - На рычаг коробки передач"
"Москва и Московская обл.","Москва","Автомобиль","угнали","01.10.2014","Kia","rio","А274ХЕ77","2013"," "," "," ","Z94CC41BADR121519","другие цвета","
ОСАГО: РЕСО-Гарантия		"
"Свердловская обл.","Екатеринбург","Автомобиль","угнали","23.10.2014","Mitsubishi","Lancer X","c634rv","2010"," "," "," "," ","черный","Электронная звуковая сигнализация – Scher-Khan"
"Крымская обл.","Севастополь","Автомобиль","угнали","25.10.2014","Lexus","RX350","АН0057ВМ","2011"," "," "," "," ","черный","Россия, Севастополь"
"Киевская обл.","Киев","Автомобиль","угнали","28.10.2014","Mercedes"," "," ","2005"," ","WDB9026621R720440"," "," ","белый","Украина, Киев, улица Семашко, 12"
"Санкт-Петербург и область","Всеволожск","Автомобиль","угнали","30.10.2014","Honda","фит","х793вн47","2008"," "," "," "," ","черный","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Москва и Московская обл.","Мытищи","Автомобиль","угнали","26.10.2014","Nissan","X-TRAIL","М044ЕА 750","2013"," "," "," "," ","серый","Иммобилайзер - Scher-Khan"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","08.10.2014","Volvo","FH13"," ","2012"," "," "," "," ","белый","Россия, Санкт-Петербург, улица Типанова, 40"
"Воронежская обл.","Воронеж","Автомобиль","угнали","28.10.2014","Lexus","RX350","O777EE 36RUS","2010"," "," "," "," ","черный","Россия, Воронеж, улица Владимира Невского, 81а"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","29.10.2014","Daewoo","Nexia","Е379КА178","2011","A15SMS5609821","XWB3L32EDBA201573"," ","XWB3L32EDBA201573","другие цвета","Электронная звуковая сигнализация – Sheriff"
"Киевская обл.","Киев","Автомобиль","угнали","08.10.2014","Daewoo","lanos","АА9185АМ","2007"," "," "," "," ","серый","Украина, Киев, проспект Леся Курбаса, 10б"
"Москва и Московская обл.","Москва","Автомобиль","угнали","06.11.2014","Honda","civic","в803са","2010"," "," "," "," ","черный","
ОСАГО: РЕСО-Гарантия		"
"Москва и Московская обл.","Сходня","Автомобиль","угнали","06.11.2014","Hyundai","Солярис","О 539 АС 50","2013"," ","Z94CU41DADR227540"," ","Z94CU41DADR227540","белый","
ОСАГО: Росгосстрах		"
"Волгоградская обл.","Волгоград","Автомобиль","угнали","30.10.2014","ВАЗ","LADA PRIORA 217030","а095ух134","2012","3004916","XTA217030C0381493","отсутствует","XTA217030C0381493","белый","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Омская обл.","Омск","Автомобиль","угнали","06.01.2014","Mercedes","Е240","К600СО","2002"," "," "," "," ","черный","Россия, Омск, проспект Мира, 46"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","23.10.2013","Chevrolet","Lacetti","с107ум98","2007","595922K","KL1NF197J8K743725"," ","KL1NF197J8K743725","черный","Электронная звуковая сигнализация – Scher-KhanМеханическое противоугонное устройство - На капотИммобилайзер - Штатный"
"Москва и Московская обл.","Москва","Автомобиль","угнали","11.11.2014","Kia","соренто","С743ЕВ77","2012"," "," "," "," ","серый","Россия, Москва, Люблинско-Дмитровская линия, метро Люблино"
"Москва и Московская обл.","Воскресенск","Автомобиль","угнали","12.11.2014","Toyota","camry","о883оу190","2008"," "," "," "," ","серый","Россия, Московская область, Воскресенск, микрорайон Новлянский, Новлянская улица, 8"
"Киевская обл.","Киев","Автомобиль","угнали","04.11.2014","Daewoo","матиз","АА8483СТ","2011"," "," "," "," ","серый","ул.Выборгская,18/20"
"Москва и Московская обл.","Москва","Автомобиль","угнали","13.11.2014","Renault","Megan II"," ","2005"," "," "," ","VF1LM1B0E34099947","серый","Иммобилайзер - Alligator"
"Москва и Московская обл.","Москва","Автомобиль","угнали","26.08.2014","Ford","Focus","К319АУ197","2010","AJ82066","X9FPXXEEDPAJ82066"," ","X9FPXXEEDPAJ82066","синий","Электронная звуковая сигнализация – Штатная"
"Техас","Одесса","Автомобиль","угнали","09.08.2014","Toyota","Camry"," ","2013"," ","JTNBF4FK603024210"," "," ","белый","Иммобилайзер - Штатный"
"Одесская обл.","Одесса","Автомобиль","угнали","13.11.2014","Mazda","6"," ","2008"," "," "," "," ","фиолетовый","Украина, Одесса, улица Левитана, 44"
"Москва и Московская обл.","Бронницы","Автомобиль","угнали","14.11.2014","Toyota","camry","у888ое190","2010"," "," "," "," ","серый","Россия, Московская область, Бронницы"
"Киевская обл.","Киев","Автомобиль","угнали","12.11.2014","Land Rover","RANGE ROVER EVOQUE dynamic"," ","2012","SALVA2BG5DH739261","SALVA2BG5DH739261","SALVA2BG5DH739261","SALVA2BG5DH739261","белый","Украина, Киев"
"Молдова","Кишинев","Автомобиль","угнали","12.11.2014","Chevrolet","cruze","KAT 464","2010"," "," "," "," ","другие цвета","Электронная звуковая сигнализация – A.P.S.Иммобилайзер - AGENT"
"Молдова","Кишинев","Автомобиль","угнали","12.11.2014","Chevrolet","cruze","KAT 464","2010"," "," "," "," ","другие цвета","Электронная звуковая сигнализация – A.P.S.Иммобилайзер - AGENT"
"Молдова","Кишинев","Автомобиль","угнали","12.11.2014","Chevrolet","cruze","KAT 464","2010"," "," "," "," ","другие цвета","Электронная звуковая сигнализация – A.P.S.Иммобилайзер - AGENT"
"Киевская обл.","Киев","Автомобиль","угнали","21.11.2014","Daewoo","ланос","АА6605МТ","2012"," "," "," "," ","красный","Украина, Киев, Демеевская улица, 39"
"Киевская обл.","Киев","Автомобиль","угнали","18.05.2014","Kia","magentis","АІ2103ВС","2007"," "," "," ","Y6LGE22237L001468","серый","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Краснодарский край","Тимашевск","Автомобиль","угнали","17.04.2014","НИВА","тайга","ак4586вм","2000"," ","хта21213011525673"," "," ","белый","Россия, Республика Крым, Ленинский район, Щелкино"
"Москва и Московская обл.","Королев","Автомобиль","угнали","21.10.2014","Toyota","COROLLA","С771ТМ199","2008","1.6"," "," ","JTNBV58E503535696","синий","Механическое противоугонное устройство - На рычаг коробки передач"
"Калининградская обл.","Калининград","Автомобиль","угнали","03.10.1998","BMW","520 I","В437РУ39","1990","33477047"," "," ","WВАНВ51040ВD03960","серый","Электронная звуковая сигнализация – Alligator"
"Свердловская обл.","Екатеринбург","Автомобиль","угнали","20.11.2014","Daewoo","NEXIA","р271ТА96","2008"," "," "," ","XWB3K32CD8A010693","другие цвета","Россия, Свердловская область, Екатеринбург, улица Саввы Белых, 10"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","26.11.2014","Toyota","Ленд Крузер 200","O236KO154","2013"," "," ","JTMHV05J304112242","JTMHV05J304112242","белый","Ул Танковая 15"
"Ставропольский край","Кисловодск","Автомобиль","угнали","20.11.2014","Mazda","3","А774АУ126","2010"," "," "," ","JMZBL12Z501213662","белый","Россия, Ставропольский край, Кисловодск, Ленинградская улица, 49/38"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","24.11.2014","Ford","focus 3","у272тр 47","2012"," "," "," ","X9FMXXEEBMCB62808","белый","Россия, Санкт-Петербург, Ленинский проспект, 81к1"
"Москва и Московская обл.","Москва","Автомобиль","угнали","05.12.2014","Mercedes","GLK 220","в101вв199","2014"," "," "," "," ","черный","Россия, Москва, улица Пришвина, 26"
"Москва и Московская обл.","Воскресенск","Автомобиль","угнали","03.10.2014","Toyota","Corolla","М146ЕМ750","2008"," ","JTNBV56E803500718"," ","JTNBV56E803500718","серый","Россия, Московская область, Воскресенск, микрорайон Новлянский, улица Зелинского, 1а"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","10.12.2014","Renault","fluence","H272CA 178","2012"," "," "," ","VF1LZBT0T46665897","белый","
ОСАГО: Росстрах		"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","12.12.2014","Subaru","FORESTER","а894уу","2008","EJ20D607294","JF1SH5LW49G042960"," ","JF1SH5LW49G042960","черный","
ОСАГО: РЕСО-Гарантия		"
"Полтавская обл.","Кременчуг","Автомобиль","угнали","09.12.2014","ВАЗ","2105","ВІ 9539 СА","1990"," ","хта210500м1169638"," "," ","белый","Украина, Полтавская область, Кременчуг, улица Бутырина, 49"
"Луганская обл.","Лисичанск","Автомобиль","угнали","22.07.2014","ВАЗ","2107","034-98AM","1994"," "," "," ","XTA210700S0884120","белый","
ОСАГО: ОРАНТА СтрахованиеКАСКО: ОРАНТА Страхование		"
"Москва и Московская обл.","Подольск","Автомобиль","угнали","10.06.2013","ВАЗ","21043"," ","2002"," "," "," "," ","фиолетовый","Россия, Новомосковский и Троицкий округа города Москвы"
"Воронежская обл.","Воронеж","Автомобиль","угнали","21.12.2014","ВАЗ","2110","Х519АР161rus","2002"," "," "," "," ","другие цвета","Россия, Воронеж, микрорайон Шилово, улица Теплоэнергетиков"
"Черниговская обл.","Чернигов","Автомобиль","угнали","25.12.2014","Volkswagen","Golf IV","АА1291КЕ","1999"," ","WVWZZZ1JZXW472753"," "," ","серый","Украина, Чернигов, улица Савчука, 3"
"Красноярский край","Красноярск","Автомобиль","угнали","16.04.2014","ВАЗ","2131","А446АТ124","2010","9332553","XTA213100A0109327"," ","XTA213100A0109327","серый","
ОСАГО: Надежда		"
"Луганская обл.","Луганск","Автомобиль","угнали","17.08.2014","Nissan","juke","ВВ3577СН","2012"," "," "," ","SJNFBAF15U62117732","коричневый","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","26.12.2014","Kia","РИО","Х018ХК","2009","G4EE 9H251951","KNADH411BA6591284","отсутствует","KNADH411BA6591284","черный","Электронная звуковая сигнализация – JaguarМеханическое противоугонное устройство - На сцепление и тормозаИммобилайзер - AGENT"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","26.12.2014","Skoda","octavia","р048мр178","2013","CHP206139"," "," ","XW8AC6NE3EH012644","серый","
ОСАГО: РЕСО-Гарантия		"
"Минская обл.","Минск","Автомобиль","угнали","11.12.2014","Peugeot","406","4165ЕР-7","2003"," "," "," ","VF38ERHSF81651914","зеленый","Иммобилайзер - Alligator"
"Кемеровская обл.","Новокузнецк","Автомобиль","угнали","26.12.2014","Toyota","КАМРИ","р220вв 142","2012"," ","JTNBFYFK003019639","ОТСУТСТВУЕТ","JTNBFYFK003019639","белый","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Читинская обл.","Чита","Автомобиль","угнали","12.10.2012","ВАЗ","2106","е955нх75","2002","2106 7042205","0027184"," ","ХТК 210600200227184","зеленый","Россия, Забайкальский край, Чита, улица Евгения Гаюсана, 25"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","30.12.2014","ВАЗ","21099","о967хт78","1996"," "," "," ","XTA210990V1967453","зеленый","Россия, Санкт-Петербург, Ленская улица, 18"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","03.01.2015","Nissan","Teana","K650MB","2010","538829A","Z8NBBUJ32AS004287","отсутствует","Z8NBBUJ32AS004287","черный","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Калининградская обл.","Калининград","Автомобиль","угнали","02.01.2015","Mercedes","вито","о426ок","2003"," "," "," "," ","белый","Механическое противоугонное устройство - На рулевое колесо"
"Киевская обл.","Киев","Автомобиль","угнали","30.12.2014","ВАЗ","2110","АА4382МТ","2005"," "," "," "," ","серый","Украина, Киев, Кольцевая дорога, 4б"
"Полтавская обл.","Кременчуг","Автомобиль","угнали","09.12.2014","ВАЗ"," ","ВІ 95-39 СА","1990"," "," "," "," ","белый","Украина, Полтавская область, Кременчуг, улица Бутырина, 49"
"Киевская обл.","Ирпень","Автомобиль","угнали","09.01.2015","ВАЗ","2110","АА9182ЕА","2007"," "," "," "," ","серый","Украина, Киевская область, Буча, Пушкинская улица, 59"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","09.01.2015","Nissan","Note","Р276МХ98","2007"," "," "," "," ","оранжевый","Электронная звуковая сигнализация – Scher-Khan"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","18.11.2014","Mitsubishi","L200","В108ВХ","2008"," "," "," "," ","серый","Электронная звуковая сигнализация – ДругаяИммобилайзер - Штатный"
"Москва и Московская обл.","Видное","Автомобиль","угнали","19.12.2014","КАМАЗ","6520","в193мо77","2012"," "," "," "," ","оранжевый","Россия, Московская область, Ленинский район, Видное, Березовая улица"
"Белгородская обл.","Белгород","Автомобиль","угнали","07.12.2014","Hyundai","Accent","к387уо","2008"," "," "," ","X7MCF41GP8M157451","серый","Электронная звуковая сигнализация – Штатная"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","30.07.2013","Lexus","RX300","к642ьр154","2001"," "," "," ","jtjhs10u710231485","серый","Электронная звуковая сигнализация – Tomahawk"
"Свердловская обл.","Асбест","Автомобиль","угнали","27.12.2014","Lexus","LX570","р043хк102","2014"," "," "," ","JTJHY00W504149459","белый","Иммобилайзер - Centurion"
"Киевская обл.","Киев","Автомобиль","угнали","19.01.2015","Lexus","RX 350","AA 0073 PM","2014"," "," "," "," ","белый","Украина, Киев, Оболонский проспект, 12"
"Киевская обл.","Киев","Автомобиль","угнали","19.01.2015","Lexus","RX 350","AA 0073 PM","2014"," "," "," "," ","белый","Украина, Киев, Оболонский проспект, 12"
"Киевская обл.","Киев","Автомобиль","угнали","04.12.2014","Toyota","Camry","АЕ8818СР","2008"," "," "," ","JTNBE40K403153414","серый","Украина, Киев, улица Вячеслава Черновола, 14"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","19.01.2015","Renault","logan","М623РР178","2012"," "," "," ","X7LLSRB1HCH547722","синий","Иммобилайзер - Другая"
"Москва и Московская обл.","Москва","Автомобиль","угнали","29.10.2014","ВАЗ","21074","х751ув97","2005","хта21074052092428","хта21074052092428","не установлено"," ","синий","Электронная звуковая сигнализация – Другая"
"Москва и Московская обл.","Москва","Автомобиль","угнали","23.09.2014","Suzuki","Grand Vitara","C417ОК77","2013"," "," "," "," ","синий","Россия, Москва, улица Вилиса Лациса, 11к4с1"
"Ставропольский край","Пятигорск","Автомобиль","угнали","07.01.2009","ВАЗ","ВАЗ-21154","М709МР26","2007","4579744","4380047"," ","XTA21154074380047","зеленый","Россия, Ставропольский край, Пятигорск, Московская улица, 18"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","25.12.2014","Honda","accord"," ","2008"," "," "," "," ","белый","
ОСАГО: Росгосстрах		"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","25.12.2014","Honda","accord","С 459 УС 178","2008"," "," "," "," ","белый","
ОСАГО: Росгосстрах		"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","28.01.2015","Hyundai","NF","к246ро178","2008"," "," "," "," ","черный","Россия, Санкт-Петербург, улица Ярослава Гашека, 4к1"
"Татарстан","Набережные Челны","Автомобиль","угнали","03.02.2015","ВАЗ","21074","у319хе","2005"," "," "," "," ","зеленый","
ОСАГО: Росгосстрах		"
"Киевская обл.","Киев","Автомобиль","угнали","04.02.2015","Toyota","Corolla","AA5093НР","2008"," "," "," "," ","черный","Иммобилайзер - Штатный"
"Оренбургская обл.","Оренбург","Автомобиль","угнали","20.01.2009","BMW","520","н059нм","1988","0411A040","WBADK510409329574"," ","WBADK510409329574","серый","
КАСКО: РОСНО		"
"Москва и Московская обл.","Москва","Автомобиль","угнали","04.02.2015","ВАЗ","2114"," ","2012"," "," "," "," ","черный","
ОСАГО: ГУТА-Страхование		"
"Киевская обл.","Киевская","Автомобиль","угнали","04.02.2015","Toyota","highlender","СЕ 0232 АТ","2011","2GRJ447566","JTEES42AX02181783"," ","JTEES42AX02181783","черный","Украина, Киевская область, Киево-Святошинский район, поселок городского типа Чабаны"
"Ярославская обл.","Ярославль","Автомобиль","угнали","17.12.2014","ВАЗ","2114","м966тм","2011","5401846","XTA211440B4954183","отсутствует","XTA211440B4954183","зеленый","Электронная звуковая сигнализация – Sheriff"
"Белгородская обл.","Белгород","Автомобиль","угнали","12.02.2015","ВАЗ","гранта","М968ВТ","2014","5057274","ХТА21144094736056"," ","ХТА21144094736056","белый","Электронная звуковая сигнализация – AlligatorИммобилайзер - Штатный"
"Свердловская обл.","Екатеринбург","Автомобиль","угнали","11.02.2015","Mazda","Мазда 3","Х912РР 96","2012","Z6 A95295","JMZBL12Z511562234","отсутствует","JMZBL12Z511562234","другие цвета","Электронная звуковая сигнализация – Magic SystemsМеханическое противоугонное устройство - На рычаг коробки передач"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","14.02.2015","Mitsubishi","lancerX","м159мк 43","2008"," "," "," "," ","черный","Россия, Санкт-Петербург, Индустриальный проспект, 25"
"Челябинская обл.","Челябинск","Автомобиль","угнали","10.02.2015","Toyota","Ланд крузер 150","В969КТ174","2012"," "," "," "," ","белый","Россия, Челябинск, улица Героев Танкограда, 100"
"Карагандинская обл.","Темиртау","Автомобиль","угнали","19.05.2013","Nissan","Almtro Tino","M869EMN","2003","OG1834917Q","VSKTBAV10U0133673"," "," ","серый","Казахстан, Карагандинская область, Темиртау, улица Калинина"
"Краснодарский край","Краснодар","Автомобиль","угнали","01.08.2014","Audi","Q5","н845нк123","2013"," "," "," "," ","белый","Техноблок"
"Москва и Московская обл.","Москва","Автомобиль","угнали","21.02.2015","Toyota","land cruiser","А642АА90","2014"," "," "," "," ","черный","Россия, Москва, улица Теплый Стан"
"Ставропольский край","Кисловодск","Автомобиль","угнали","20.11.2014","Mazda","3"," ","2010"," "," "," "," ","белый","Россия, Ставропольский край, Кисловодск, Ленинградская улица"
"Москва и Московская обл.","Москва","Автомобиль","угнали","28.01.2015","Honda","Accord"," ","2007"," "," "," "," ","коричневый","Россия, Москва, Перекопская улица"
"Москва и Московская обл.","Люберцы","Автомобиль","угнали","26.02.2015","Mazda","6"," ","2012"," "," "," "," ","белый","Россия, Московская область, Люберцы, микрорайон Красная Горка, проспект Гагарина, 27/6"
"Москва и Московская обл.","Люберцы","Автомобиль","угнали","26.02.2015","Mazda","6","А099тн190","2012"," "," "," "," ","белый","Россия, Московская область, Люберцы, микрорайон Красная Горка, проспект Гагарина, 27/6"
"Москва и Московская обл.","Обухово","Автомобиль","угнали","28.02.2015","Chevrolet","Lachetti","Н451ВС197RUS","2010"," "," "," "," ","черный","Иммобилайзер - StarLine"
"Киевская обл.","Киев","Автомобиль","угнали","23.02.2015","Mazda","CX-5","AA2229CX","2014"," "," "," ","jmzke893800329117","синий","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Санкт-Петербург и область","Дружная Горка","Автомобиль","угнали","16.02.2015","Audi","80","у599тс","1992"," "," "," "," ","синий","
ОСАГО: РЕСО-Гарантия		"
"Киевская обл.","Киев","Автомобиль","угнали","24.02.2015","Acura","MDX","АА4214НС","2008"," "," "," ","2HNYD28898H526545","серый","Украина, Киев, проспект Героев Сталинграда, 47а"
"Киевская обл.","Киев","Автомобиль","угнали","05.03.2015","Chevrolet"," ","AI9673CM","2005"," "," "," "," ","серый","Электронная звуковая сигнализация – AlligatorИммобилайзер - AGENT"
"Киевская обл.","Киев","Автомобиль","угнали","12.11.2014","Lexus","RX 350","BI9420BT","2010"," "," ","2T2BK1BAXAC070588"," ","черный","
ОСАГО: ОРАНТА Страхование		"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","21.11.2014","Mitsubishi","outlander xl","е006уо178","2011"," "," "," ","JMBXTCW4WBU005999","серый","Россия, Санкт-Петербург, проспект Героев, 26к2"
"Москва и Московская обл.","Москва","Автомобиль","угнали","20.03.2015","BMW","520"," ","2009"," "," "," "," ","черный","Россия, Москва, Матвеевская улица, 38"
"Москва и Московская обл.","Москва","Автомобиль","угнали","20.03.2015","BMW"," "," ","2009"," "," "," "," ","черный","Россия, Москва, Матвеевская улица, 38"
"Киевская обл.","Боярка","Автомобиль","угнали","16.07.2013","ГАЗ"," ","582 57  мм","2003"," "," "," "," ","белый","Украина, Киев"
"Москва и Московская обл.","Москва","Автомобиль","угнали","24.03.2015","Mazda","6","Н366РМ","2011"," "," "," ","JM2GH128211488983","коричневый","Россия, Москва, Ельнинская улица"
"Костромская обл.","Кострома","Автомобиль","угнали","25.03.2015","ВАЗ","2115","Н698ОТ44","2001"," ","XTA21150012979091"," ","XTA21150012979091","другие цвета","Россия, Кострома, микрорайон Черноречье, 27"
"Смоленская обл.","Десногорск","Автомобиль","угнали","24.03.2015","Nissan","teana j32","а458мв197","2011"," "," "," ","z8nbbuj32bs****16","другие цвета","Электронная звуковая сигнализация – Другая"
"Москва и Московская обл.","Москва","Автомобиль","угнали","28.03.2015","ГАЗ","274700","У 591 ер 197","2010"," "," "," "," ","синий","Россия, Москва, Люблинско-Дмитровская линия, метро Кожуховская"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","26.03.2015","ВАЗ","LADA217130PRIORA","у581та 26","2012"," "," "," ","ХТА217130С0081718","белый","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Москва и Московская обл.","Москва","Автомобиль","угнали","01.04.2015","Toyota","camry","о757ре93","2006"," "," "," "," ","серый","
ОСАГО: Согласие		"
"Киевская обл.","Киев","Автомобиль","угнали","15.03.2015","Acura","MDX","АН9538IC","2007"," ","2HNYD288X8H517143"," "," ","черный","Украина, Киев, улица Маршала Тимошенко, 29"
"Москва и Московская обл.","Москва","Автомобиль","угнали","03.04.2015","Mazda","мазда 3","К240ХТ15","2010"," "," "," "," ","черный","Россия, Московская область, Одинцово, микрорайон Новая Трехгорка, Кутузовская улица, 31"
"Тверская обл.","Тверь","Автомобиль","угнали","13.04.2015","Mazda"," ","Т265ОЕ 69","2008"," "," "," "," ","серый","Иммобилайзер - Alligator"
"Москва и Московская обл.","Москва","Автомобиль","угнали","18.04.2015","Mercedes","GLK220","Н885ХА77","2013"," "," "," "," ","черный","Россия, Москва, Бутырский путепровод"
"Днепропетровская обл.","Кривой Рог","Автомобиль","угнали","18.04.2015","Volkswagen"," ","АЕ9534АХ","1987"," "," "," "," ","белый","Украина, Днепропетровская область, Кривой Рог, улица Маршака, 7"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","20.04.2015","Nissan","Patrol","о799ао78","2011"," "," "," ","JN1TANY61U0015157","черный","
КАСКО: Ингосстрах		"
"Житомирская обл.","Житомир","Автомобиль","угнали","14.04.2015","ВАЗ","2103","791-66 кн","1979","1.4"," "," "," ","красный","Украина, Житомир, проспект Мира"
"Одесская обл.","Одесса","Автомобиль","угнали","20.04.2015","Lexus","rx 350","вн2047ва","2007"," "," "," "," ","серый","Механическое противоугонное устройство - На рычаг коробки передач"
"Псковская обл.","Псков","Автомобиль","угнали","19.04.2015","Infiniti","Fx35","а606нн60","2012"," "," "," "," ","белый","Электронная звуковая сигнализация – StarLine"
"Киевская обл.","Киев","Автомобиль","угнали","18.03.2015","Toyota","Corola","АЕ3221СМ","2008"," "," "," "," ","серый","Украина, Киев, Богдановская улица, 4"
"Днепропетровская обл.","Кривой Рог","Автомобиль","угнали","30.11.2014","ВАЗ","21099"," ","2005"," "," "," "," ","красный","Украина, Днепропетровская область, Кривой Рог, улица Курчатова, 17"
"Одесская обл.","Одесса","Автомобиль","угнали","25.04.2015","Lexus","Lx570","ВН9339","2011"," "," "," "," ","белый","Украина, Одесса, Пантелеймоновская улица, 27"
"Москва и Московская обл.","Москва","Автомобиль","угнали","14.04.2015","Mazda","6","р047ро199","2008","LF20239076","JMZGH12F601203972","отсутствует","JMZGH12F601203972","черный","Иммобилайзер - Штатный"
"Карагандинская обл.","Темиртау","Автомобиль","угнали","19.05.2013","Nissan","Almtro Tino","M869EMN","2004","OG1834917Q","VSKTBAV10U0133673"," ","VSKTBAV10U0133673","серый","Казахстан, Карагандинская область, Темиртау, улица Калинина"
"Крымская обл.","Севастополь","Автомобиль","угнали","04.03.2015","Hyundai","ACCENT"," ","2013"," "," "," ","Z94CU41DBCR190174","другие цвета","Россия, Севастополь"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","27.04.2015","Hyundai","Solaris","М556УО178","2012"," "," "," ","Z94CU51DBCR046250","красный","Иммобилайзер - Штатный"
"Москва и Московская обл.","Люберцы","Автомобиль","угнали","28.04.2015","ВАЗ","лада приора","064.750рег","2014"," "," "," "," ","черный","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Вологодская обл.","Череповец","Автомобиль","угнали","16.03.2015","Opel","астра","е139ас35","2012"," ","xwfpd2dc1c0022348"," ","xwfpd2dc1c0022348","белый","Россия, Архангельск"
"Москва и Московская обл.","Химки","Автомобиль","угнали","12.05.2015","BMW","325"," ","2009"," ","WBAWL11040PZ76597"," ","WBAWL11040PZ76597","черный","Россия, Московская область, Химки"
"Москва и Московская обл.","Москва","Автомобиль","угнали","12.05.2015","Infiniti","QX56","Е888нет150","2011"," "," "," "," ","другие цвета","Россия, Москва, Лермонтовский проспект (дублер)"
"Москва и Московская обл.","Балашиха","Автомобиль","угнали","14.05.2015","Mitsubishi","Lancer X","К 961 РВ 190","2007"," "," "," "," ","другие цвета","Электронная звуковая сигнализация – Штатная"
"Москва и Московская обл.","Москва","Автомобиль","угнали","29.05.2014","ВАЗ","21093","о358рт77","2001"," "," "," "," ","другие цвета","Россия, Москва, Матвеевская улица"
"Москва и Московская обл.","Москва","Автомобиль","найден","19.05.2015","ВАЗ","21074","к138ас,190","2010"," "," "," "," ","другие цвета","
ОСАГО: РЕСО-Гарантия		"
"Киевская обл.","Киев","Автомобиль","угнали","20.05.2015","Toyota","corolla","АА7289ЕС","2007"," "," ","JTNBV56E/702049254"," ","другие цвета","Электронная звуковая сигнализация – SheriffМеханическое противоугонное устройство - На рычаг коробки передачИммобилайзер - Штатный"
"Киевская обл.","Киев","Автомобиль","угнали","20.05.2015","Toyota","corolla","АА7289ЕС","2007"," "," ","JTNBV56E/702049254"," ","другие цвета","Электронная звуковая сигнализация – SheriffМеханическое противоугонное устройство - На рычаг коробки передачИммобилайзер - Штатный"
"Саратовская обл.","Саратов","Автомобиль","угнали","25.05.2015","ВАЗ","21093","н314кх68rus","2000"," "," "," ","ХТА21093012835295","белый","
ОСАГО: АльфаСтрахование		"
"Москва и Московская обл.","Москва","Автомобиль","угнали","23.05.2015","Mitsubishi","galant","Р553ЕА77","2002"," "," "," "," ","другие цвета","Россия, Москва, Хорошевское шоссе, 5к2"
"Самарская обл.","Самара","Автомобиль","угнали","09.06.2015","Toyota","Хайландер","842","2012"," "," "," "," ","другие цвета","Электронная звуковая сигнализация – Scher-Khan"
"Луганская обл.","Антрацит","Автомобиль","угнали","01.03.2015","ВАЗ","2170","226","2014"," "," "," "," ","черный","Украина, Луганская область, Антрацитовский район, поселок городского типа Ивановка"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","05.06.2015","Mazda","6","А701НС154","2010"," "," "," "," ","серый","Россия, Новосибирск, улица Сибиряков-Гвардейцев, 82"
"Пермская обл.","Пермь","Автомобиль","угнали","12.06.2015","ВАЗ"," ","195 регион 186","2015"," "," "," "," ","черный","Электронная звуковая сигнализация – Jaguar"
